index,login_timestamp,user_id,round-trip_time_[ms],ip_address,country,region,city,asn,user_agent_string,browser_name_and_version,os_name_and_version,device_type,login_successful,is_attack_ip,is_account_takeover,time_of_day,ip_reputation_score,geo_anomaly_flag,fail_count_1min,fail_count_5min,unique_usernames_5min,time_since_last_login,is_new_device,rolling_fail_velocity,login_success_rate_1min,fail_to_success_ratio_5min,attack_type,is_anomaly
3380240,2020-03-20 13:03:14.107,-7215438478640709700,0.0,209.236.123.240,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36Snapchat10.86.5.61 (SM-A715F; Android 10#A715FXXU2ATG1#29; gzip",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,True,True,False,13,1.0,0,2,10,9,999999,1,1.0,0.0,5.0,credential_stuffing,1
12561,2020-02-03 15:12:27.605,-4324475583306591935,0.0,10.0.4.24,RO,-,-,500039,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 Cordova/9.0.0 SpvAppBrowser/4.3.13 SpvID/13929b41e059 variation/188574",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,False,True,False,15,1.0,1,2,2,1,0,0,0.2,0.0,2.0,normal,0
24365711,2020-12-17 08:47:42.105,-4324475583306591935,0.0,10.0.181.218,HK,unknown,Pak Kok San Tsuen,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.82.96 Safari/537.36",Chrome 72.0.3626.82,Mac OS X 11.6.3,desktop,False,False,False,8,0.0,1,0,0,1,12,0,0.0,1.0,0.0,normal,0
912517,2020-02-15 13:02:10.723,8840897530953064003,0.0,209.236.123.251,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Build/NDQS26.69-64-11-7; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,False,True,False,13,1.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
15297110,2020-09-03 05:55:02.829,-452913161569808787,0.0,10.1.14.14,SI,Tabor,Pondor,207674,"Mozilla/5.0  (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.20.95 Safari/537.36",Chrome 69.0.3497.17.20,Chromecast 1.49.230269,desktop,True,False,False,5,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
2456484,2020-03-07 03:35:01.619,-4881928183397330800,0.0,38.135.39.161,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Plus Build/OPSS28.85-17-6; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,False,True,False,3,1.0,0,1,3,5,999999,1,0.3,0.75,1.0,dictionary_attack,1
20040020,2020-11-06 08:46:25.622,-4324475583306591935,0.0,93.94.9.139,NO,Vestland,Kaupanger,6829,"Mozilla/5.0  (x86_64) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/201938",Android 2.3.3.2639,iOS 12,mobile,False,False,False,8,0.0,1,0,0,1,3,0,0.0,1.0,0.0,normal,0
2146497,2020-03-02 19:53:57.738,-4324475583306591935,0.0,10.0.181.184,AR,Cordoba,Santa Eufemia,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/84.0.4147.338.339.125 Safari/537.36/QN0TI7Tz-14",Chrome 84.0.4147.338.339,Mac OS X 11.6.3,desktop,False,False,False,19,0.0,1,0,0,1,5,0,0.0,1.0,0.0,normal,0
4228938,2020-04-01 05:37:33.682,-4467283662794978104,0.0,209.236.117.149,US,-,-,393398,"Mozilla/5.0 (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1949.138 Mobile Safari/537.36 variation/85343",Chrome Mobile 81.0.4044.1949,Android 5.5.1,mobile,False,True,False,5,1.0,0,7,10,6,999999,1,1.0,0.125,5.0,credential_stuffing,1
12208835,2020-07-21 08:26:27.624,-4324475583306591935,0.0,170.39.77.99,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.2004.117 Mobile Safari/537.36 PHX/6.0",Chrome Mobile 81.0.4044.2004,Android 4.1,mobile,False,False,False,8,0.0,0,0,0,1,5,0,0.0,1.0,0.0,normal,0
30248517,2021-02-15 20:43:29.544,6425703582209020272,0.0,79.160.3.58,NO,Viken,Lierskogen,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.24.92 Safari/537.36",Chrome 69.0.3497.17.24,Mac OS X 10.14.6,desktop,True,False,False,20,0.0,0,0,0,1,1032,0,0.0,1.0,0.0,normal,0
27328070,2021-01-11 17:41:33.150,4482015326172469988,0.0,23.137.225.0,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) power AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1928.96 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1928,iOS 13.4,mobile,True,False,False,17,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
18262979,2020-10-13 22:52:14.138,-4385988899250298686,0.0,10.2.220.4,UA,Khmelnytskyy Oblast,Khmelnytskyy,28907,"Mozilla/5.0 (Linux; U; Android 2.3.6; en-us; Y220-U10 Build/HUAWEIY220-U10) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",Android 2.3.6,Android 2.3.6,mobile,False,False,False,22,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
14478944,2020-08-23 14:46:48.033,-6817503010300278909,0.0,139.164.109.112,NO,-,-,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.78.119 Safari/537.36 variation/8065",Chrome 72.0.3626.78,Mac OS X 10.14.6,desktop,True,False,False,14,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
21957795,2020-11-25 15:38:24.454,-4324475583306591935,0.0,10.3.205.191,RU,Moscow,Moscow,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,15,0.0,1,1,3,1,5,0,0.6,0.0,3.0,dictionary_attack,1
10924899,2020-07-03 10:12:13.662,-4324475583306591935,0.0,66.248.237.138,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1937.138 Mobile Safari/537.36 PHX/6.4",Chrome Mobile 81.0.4044.1937,iOS 14.2.1,mobile,False,True,False,10,1.0,0,0,0,1,2,0,0.0,1.0,0.0,normal,0
6426182,2020-05-01 12:05:02.322,-2867249780751381674,0.0,188.228.119.170,NO,-,-,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20100101 Firefox/20.0.0.1610 variation/247581,Firefox 20.0.0.1610,iOS 13.4,mobile,True,False,False,12,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
15071651,2020-08-31 09:40:30.633,-5928079278378182127,0.0,66.248.237.115,US,-,-,393398,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1952.138 Mobile Safari/537.36 PHX/5.7",Chrome Mobile 81.0.4044.1952,Android 6.0.99,mobile,True,True,False,9,1.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
13746410,2020-08-12 20:58:24.593,1068119738676622786,0.0,81.166.97.207,NO,Viken,Jevnaker,29695,"'Mozilla/5.0  (Macintosh; Intel Mac OS X 11_3_0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/67.0.3396.87 Safari/537.36'",Chrome 67.0.3396,Mac OS X 11.3.0,desktop,True,False,False,20,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
533203,2020-02-10 16:27:15.782,-4861498993855672763,0.0,10.0.47.96,PL,Łódź Voivodeship,Lodz,500843,"Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.111 Mobile Safari/537.36,gzip(gfe",Chrome Mobile 81.0.4044,iOS 14.2.1,mobile,True,True,False,16,1.0,0,0,0,1,1,0,0.0,1.0,0.0,normal,0
29428088,2021-02-05 08:11:18.683,-4324475583306591935,0.0,209.236.125.46,US,-,-,393398,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Mobile/15E148 Snapchat/11.8.1.33 (like Safari/604.1)",Snapchat 11.8.1,iOS 14.2.1,mobile,False,True,False,8,1.0,0,0,0,1,0,0,0.0,1.0,0.0,normal,0
25589639,2020-12-28 22:11:45.803,-4324475583306591935,0.0,170.39.79.192,US,-,-,393398,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Mobile/15E148 Snapchat/11.8.1.33 (like Safari/604.1)",Snapchat 11.8.1,iOS 14.2.1,mobile,False,False,False,22,0.0,0,0,0,1,3,0,0.0,1.0,0.0,normal,0
2866522,2020-03-13 06:27:52.593,-2534651617087161083,0.0,91.224.60.148,PL,-,-,50599,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/8332",Chrome 73.0.3654,Mac OS X 10.14.6,desktop,False,True,False,6,1.0,0,1,1,2,999999,1,0.1,0.0,1.0,normal,0
8435644,2020-05-29 23:08:51.945,5738867824250938034,0.0,109.247.240.93,NO,-,-,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) play AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1926.138 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1926,iOS 13.4,mobile,True,False,False,23,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
4201904,2020-03-31 17:23:57.973,4095023168257885969,0.0,92.221.33.156,NO,Rogaland,Jorpeland,29695,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36",Chrome 73.0.3654,Mac OS X 10.14.6,desktop,False,False,False,17,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
1721767,2020-02-26 08:34:37.120,5418127973357242133,0.0,176.122.216.49,PL,Greater Poland,Wagrowiec,199060,Mozilla/5.0  (Linux; U; Android 2.2) Gecko/20081407 Firefox/20.0.0.1618,Firefox 20.0.0.1618,Android 2.2,mobile,True,True,False,8,1.0,0,1,1,2,0,0,0.1,0.5,1.0,normal,0
5232385,2020-04-14 20:05:57.086,-4324475583306591935,0.0,209.236.125.43,US,-,-,393398,Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) Gecko/20150101 Firefox/20.0.0.1608 (Chrome,Firefox 20.0.0.1608,Android 6.0.99,mobile,False,True,False,20,1.0,0,2,2,3,0,0,0.2,0.0,2.0,normal,0
8388152,2020-05-29 08:36:00.488,-4324475583306591935,0.0,10.0.4.0,ID,Central Java,Bandarjo,500039,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/64.0.3282.137 Safari/537.36",Chrome 64.0.3282,Mac OS X 11.6.3,desktop,False,True,False,8,1.0,1,0,0,1,6,0,0.0,1.0,0.0,normal,0
9193951,2020-06-10 07:19:27.527,-5027112652607782067,0.0,89.238.111.233,DE,-,-,34240,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/88.0.4324.51 Mobile Safari/537.36",Chrome Mobile WebView 88.0.4324,iOS 11.2.6,mobile,True,False,False,7,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
582335,2020-02-11 08:43:39.173,-3368989244087715188,0.0,209.236.125.57,US,-,-,393398,"Mozilla/5.0 (Linux; Android 10.0.99; H30-U10) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1931.96 Mobile Safari/537.36 variation/14111",Chrome Mobile 81.0.4044.1931,Android 10.0.99,mobile,False,True,False,8,1.0,0,4,6,3,999999,1,0.6,0.0,6.0,brute_force,1
8988149,2020-06-07 10:44:39.311,1833175353416211495,0.0,80.202.87.99,NO,Viken,Fredrikstad,15659,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,True,False,False,10,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
4981884,2020-04-11 11:43:47.086,-4324475583306591935,0.0,67.213.137.240,AU,-,-,394434,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Build/NPP25.137-15; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/80.0.3987.117 Mobile Safari/537.36",Chrome Mobile WebView 80.0.3987,iOS 13.4,mobile,False,True,False,11,1.0,1,14,14,1,1,0,1.4,0.0,14.0,brute_force,1
28424663,2021-01-24 07:09:53.958,1734486276552659196,0.0,158.248.248.181,NO,-,-,29695,Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) Gecko/20100101 Firefox/20.0.0.1602 variation/119231,Firefox 20.0.0.1602,Android 6.0.99,mobile,False,False,False,7,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
11707909,2020-07-14 09:36:35.872,-4324475583306591935,0.0,173.248.162.147,US,-,-,30475,"Mozilla/5.0 (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1925.138 Mobile Safari/537.36 variation/74068",Chrome Mobile 81.0.4044.1925,Android 5.5.1,mobile,False,False,False,9,0.0,0,0,0,1,4,0,0.0,1.0,0.0,normal,0
27907975,2021-01-18 06:07:54.795,-2812073272398132312,0.0,23.137.225.223,US,-,-,393398,"Mozilla/5.0  (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; https://github.com/das-group/rba-dataset; IEMobile/11.0; Microsoft; Lumia 430 Dual SIM) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1954.138 Mobile Safari/537.36 YaApp_Android/9.20 YaSearchBrowser/9.20",Chrome Mobile 81.0.4044.1954,Windows Phone 8.1,mobile,False,False,False,6,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
5206076,2020-04-14 15:16:44.069,-4324475583306591935,0.0,38.135.39.178,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/83.0.4103.294.116 Safari/537.36/null/null/null",Chrome 83.0.4103.294,iOS 13.1.3,tablet,False,True,False,15,1.0,0,3,10,2,2,0,1.0,0.0,10.0,brute_force,1
12838318,2020-07-30 07:37:31.752,-4324475583306591935,0.0,23.137.225.33,US,-,-,393398,Mozilla/5.0 (compatible; startmebot/1.0; +https://github.com/das-group/rba-dataset),startmebot 1.0,Other ,bot,False,False,False,7,0.0,0,0,0,1,3,0,0.2,1.0,0.0,normal,0
5711733,2020-04-21 14:25:21.425,2128951857048105720,0.0,92.221.168.193,NO,Viken,Eidsvoll,29695,"Mozilla/5.0  (X11; CrOS x86_64 13505.73.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.81 Safari/537.36",Chrome 72.0.3626,Chrome OS 13505.73.0,desktop,True,False,False,14,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
4819343,2020-04-08 21:06:52.064,-4324475583306591935,0.0,45.130.53.196,US,Texas,Dallas,398986,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/78.0.3904.108 Mobile Safari/537.36 OPR/56.1.2780.51589 variation/199546",Opera Mobile 56.1.2780,iOS 11.2.6,mobile,False,True,False,21,1.0,0,0,1,3,9,0,0.1,1.0,0.5,normal,0
153158,2020-02-05 12:07:17.671,-4324475583306591935,0.0,209.236.117.58,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/48.0.2564.95 Mobile Safari/537.36 variation/147805",Chrome Mobile 48.0.2564,iOS 11.2.6,mobile,False,True,False,12,1.0,0,0,6,3,2,0,0.6,1.0,1.5,dictionary_attack,1
10407462,2020-06-26 21:13:53.888,-4324475583306591935,0.0,23.137.224.8,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) play Build/OPP27.91-25 AppleWebKit/537.36 (KHTML, like Gecko Chrome/63.0.3239.111 Mobile Safari/537.36",Chrome Mobile 63.0.3239,Android 4.1,mobile,False,False,False,21,0.0,0,0,0,1,48,0,0.0,1.0,0.0,normal,0
3863066,2020-03-27 07:55:59.279,4745068752293959692,0.0,10.0.11.35,US,Florida,Miami,54903,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1618 (Chrome variation/193369,Firefox 20.0.0.1618,iOS 11.2.6,mobile,False,True,False,7,1.0,0,0,0,1,999999,1,0.4,1.0,0.0,normal,0
3105722,2020-03-16 17:45:58.322,-4324475583306591935,0.0,31.42.11.131,PL,Silesia,Częstochowa,49528,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1943.96 Mobile Safari/537.36,gzip(gfe,gzip(gfe variation/183042",Chrome Mobile 81.0.4044.1943,iOS 11.2.6,mobile,False,True,False,17,1.0,1,0,2,2,7,0,0.3,1.0,2.0,normal,0
6650891,2020-05-04 16:37:12.796,-4324475583306591935,0.0,10.0.181.193,JP,-,-,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/84.0.4147.338.339.125 Safari/537.36/QN0TI7Tz-14",Chrome 84.0.4147.338.339,Mac OS X 11.6.3,desktop,False,False,False,16,0.0,1,0,0,1,12,0,0.0,1.0,0.0,normal,0
3621419,2020-03-23 21:11:29.532,1604964476678807570,0.0,139.164.58.83,NO,-,-,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/530.17 (KHTML, like Gecko Version/4.0 Mobile Safari/530.17",Android 2.0.0.2416,iOS 7.1,mobile,True,False,False,21,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
4215649,2020-03-31 21:11:36.790,8615786274681614394,0.0,38.135.39.171,US,-,-,393398,Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) Gecko/20150101 Firefox/20.0.0.1618 (Chrome variation/120080,Firefox 20.0.0.1618,Android 6.0.99,mobile,True,True,False,21,1.0,0,0,0,2,999999,1,0.0,1.0,0.0,normal,0
13489132,2020-08-09 07:26:43.185,-4324475583306591935,0.0,94.247.175.45,GB,-,-,43948,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1943.138 Mobile Safari/537.36 variation/183044",Chrome Mobile 81.0.4044.1943,iOS 11.2.6,mobile,False,False,False,7,0.0,1,0,0,1,16,0,0.0,1.0,0.0,normal,0
26112189,2021-01-02 08:59:09.833,-4324475583306591935,0.0,10.3.205.196,RU,Ivanovo Oblast,Privolzhsk,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,8,0.0,1,1,9,1,3,0,2.3,0.0,9.0,dictionary_attack,1
1694164,2020-02-25 19:36:30.400,-3274365432005577685,0.0,209.236.125.227,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.96 Mobile Safari/537.36 OPT/2.3 variation/150990",Chrome Mobile 81.0.4044,iOS 11.2.6,mobile,False,True,False,19,1.0,0,1,1,2,999999,1,0.1,0.0,1.0,normal,0
1295746,2020-02-20 12:09:48.083,-4324475583306591935,0.0,209.236.117.110,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) (XT1925DL AppleWebKit/537.36 (KHTML, like Gecko Chrome/80.0.3987.119 Mobile Safari/537.36",Chrome Mobile 80.0.3987,iOS 13.5.1,mobile,False,True,False,12,1.0,0,2,3,3,0,0,0.3,0.3333333333333333,3.0,dictionary_attack,1
24724497,2020-12-21 15:08:39.344,-4324475583306591935,0.0,170.39.76.43,US,-,-,393398,"Mozilla/5.0  (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; https://github.com/das-group/rba-dataset; IEMobile/11.0; Microsoft; Lumia 430 Dual SIM) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1943.138 Mobile Safari/537.36 PHX/6.6",Chrome Mobile 81.0.4044.1943,Windows Phone 8.1,mobile,False,False,False,15,0.0,0,0,0,1,2,0,0.0,1.0,0.0,normal,0
3503540,2020-03-22 09:52:15.732,6949780078531554120,0.0,38.135.39.227,US,-,-,393398,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,True,True,False,9,1.0,0,0,3,3,999999,1,0.3,1.0,3.0,dictionary_attack,1
20223536,2020-11-08 15:47:10.990,2045485184984074882,0.0,84.208.241.245,NO,Rogaland,Stavanger,41164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.21.92 Safari/537.36 variation/6623",Chrome 69.0.3497.17.21,Mac OS X 10.14.6,desktop,True,False,False,15,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
3139700,2020-03-17 08:18:55.981,-4324475583306591935,0.0,10.0.0.107,US,Oklahoma,Pawhuska,398986,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/81.0.4044.138 Mobile Safari/537.36 hola_android",Chrome Mobile WebView 81.0.4044,iOS 11.2.6,mobile,False,True,False,8,1.0,0,1,3,3,0,0,0.3,0.0,3.0,dictionary_attack,1
29195219,2021-02-02 12:05:37.929,9018499633308860710,0.0,80.203.47.132,NO,Viken,Vestfossen,15659,"Mozilla/5.0 (Linux; Android 6.0.1; SM-A710F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1933.111 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1933,Android 6.0.1,mobile,True,False,False,12,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
2337055,2020-03-05 11:28:15.557,-8973882021415387167,0.0,81.171.123.9,US,-,-,199156,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.66 Mobile Safari/537.36,gzip(gfe,gzip(gfe variation/151132",Chrome Mobile 81.0.4044,iOS 11.2.6,mobile,True,True,False,11,1.0,0,1,4,3,999999,1,0.4,0.0,2.0,dictionary_attack,1
26187285,2021-01-02 22:15:12.776,-4324475583306591935,0.0,10.3.205.197,RU,St.-Petersburg,St Petersburg,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,22,0.0,1,2,13,1,2,0,2.3,0.0,13.0,dictionary_attack,1
5980629,2020-04-25 08:42:00.530,-7173018721519302950,490.0,51.175.167.4,NO,Oslo County,Oslo,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 9_0_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1",Android 2.3.6,iOS 9.0.2,mobile,False,False,False,8,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
3321819,2020-03-19 17:08:28.494,-4324475583306591935,0.0,38.135.39.144,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/252734",Android 2.2.2.2633,iOS 13.5.1,mobile,False,True,False,17,1.0,0,1,1,2,2,0,0.1,0.0,0.5,normal,0
3834119,2020-03-26 18:16:02.462,-4324475583306591935,0.0,199.26.84.42,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36 PHX/6.2 variation/203740",Chrome Mobile 81.0.4044,iOS 13.1.3,mobile,False,False,False,18,0.0,0,0,0,1,1,0,0.0,1.0,0.0,normal,0
5746792,2020-04-22 03:15:06.914,-5654594036184160388,0.0,195.88.227.27,US,Texas,Dallas,398986,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/81.0.4044.138 Mobile Safari/537.36 (AirWatch Browser v7.17.0.10",Chrome Mobile WebView 81.0.4044,iOS 11.2.6,mobile,True,True,False,3,1.0,0,2,3,3,0,0,0.3,0.3333333333333333,3.0,dictionary_attack,1
6748129,2020-05-05 22:45:19.539,-4961457922923964552,0.0,81.167.198.190,NO,Innlandet,Elverum,29695,"Mozilla/5.0  (Linux; U; Android 4.0.3; nb-no; U9200 Build/HuaweiU9200) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/86.0.4240.99 Mobile Safari/537.36 OPR/52.1.2254.2306.54484",Opera Mobile 52.1.2254.2306,Android 4.0.3,mobile,False,False,False,22,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
921882,2020-02-15 15:07:13.399,6776551182800684868,0.0,209.236.125.219,US,-,-,393398,"Mozilla/5.0  (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 [TNMOBILE/Android 2.13.0]",Chrome Mobile WebView 85.0.4183,Android 5.5.1,mobile,True,True,False,15,1.0,0,0,0,1,0,0,0.0,1.0,0.0,normal,0
